created_at,entry_id,field1,field2,field3,field4,field5,field6
2019-02-21 05:19:22 UTC,344,0.0,23.23,376.0,2.0,0.0,
2019-02-21 05:29:20 UTC,345,0.0,23.23,376.0,2.0,0.0,
2019-02-21 05:39:19 UTC,346,0.0,23.23,372.0,2.0,0.0,
2019-02-21 05:49:18 UTC,347,0.0,23.23,374.0,2.0,0.0,
2019-02-21 05:59:16 UTC,348,0.0,23.23,374.0,2.0,0.0,
2019-02-21 06:09:15 UTC,349,0.0,23.23,374.0,2.0,0.0,
2019-02-21 06:19:13 UTC,350,0.0,23.17,374.0,2.0,0.0,
2019-02-21 06:29:12 UTC,351,0.0,23.12,372.0,2.0,0.0,
2019-02-21 06:39:11 UTC,352,0.0,23.07,374.0,2.0,0.0,
2019-02-21 06:49:09 UTC,353,0.0,23.07,376.0,2.0,0.0,
2019-02-21 06:59:08 UTC,354,0.0,23.01,378.0,2.0,0.0,
2019-02-21 07:09:06 UTC,355,0.0,22.96,377.0,2.0,0.0,
2019-02-21 07:19:04 UTC,356,0.0,22.96,376.0,2.0,0.0,
2019-02-21 07:29:03 UTC,357,0.0,22.9,377.0,2.0,0.0,
2019-02-21 07:39:01 UTC,358,0.0,22.85,378.0,2.0,0.0,
2019-02-21 07:49:00 UTC,359,0.0,22.85,377.0,2.0,0.0,
2019-02-21 07:58:58 UTC,360,0.0,22.8,374.0,2.0,0.0,
2019-02-21 08:08:56 UTC,361,0.0,22.8,376.0,2.0,0.0,
2019-02-21 08:18:55 UTC,362,0.0,22.8,378.0,2.0,0.0,
2019-02-21 08:28:53 UTC,363,0.0,22.8,375.0,2.0,0.0,
2019-02-21 08:38:52 UTC,364,0.0,22.74,374.0,2.0,0.0,
2019-02-21 08:48:50 UTC,365,0.0,22.69,378.0,2.0,0.0,
2019-02-21 08:58:48 UTC,366,0.0,22.69,374.0,2.0,0.0,
2019-02-21 09:08:47 UTC,367,0.0,22.58,373.0,2.0,0.0,
2019-02-21 09:18:45 UTC,368,0.0,22.58,375.0,2.0,0.0,
2019-02-21 09:28:43 UTC,369,0.0,22.52,377.0,2.0,0.0,
2019-02-21 09:38:41 UTC,370,0.0,22.47,375.0,2.0,0.0,
2019-02-21 09:48:40 UTC,371,0.0,22.47,376.0,2.0,0.0,
2019-02-21 09:58:38 UTC,372,0.0,22.42,374.0,2.0,0.0,
2019-02-21 10:08:36 UTC,373,0.0,22.36,377.0,2.0,0.0,
2019-02-21 10:18:34 UTC,374,0.0,22.31,377.0,2.0,0.0,
2019-02-21 10:28:32 UTC,375,0.0,22.31,378.0,2.0,0.0,
2019-02-21 10:38:31 UTC,376,0.0,22.25,377.0,2.0,0.0,
2019-02-21 10:48:29 UTC,377,0.0,22.2,378.0,2.0,0.0,
2019-02-21 10:58:27 UTC,378,0.0,22.15,374.0,2.0,0.0,
2019-02-21 11:08:25 UTC,379,14.0,22.15,374.0,2.0,0.0,
2019-02-21 11:18:23 UTC,380,0.0,22.09,379.0,2.0,0.0,
